taxonID	scientificName	parentNameUsageID	taxonRank
T106003	Anisophyllea meniaudi	T103910	species
T106004	Bycanistes bucinator	T103190	species
T106005	Guibourtia ehie	T103062	species
T106006	Loligo africana	T106007	species
T106008	Rapanea thomensis	T105037	species
T106009	Florentinia resex	T106010	species
T106011	Impatiens palpebrata	T103283	species
T106012	Coffea liberica	T102561	species
T106013	Tetramorium tabarum	T103473	species
T106014	Hymenocoleus neurodictyon	T106015	species
T106016	Setaria poiretiana	T101346	species
T106017	Trochammina globulosa	T106018	species
T106019	Bathysolea profundicola	T106020	species
T106021	Nidaliopsis alta	T101566	species
T106022	Spiniferites cornutus	T101107	species
T106023	Divaricella chavani	T106024	species
T106027	Spiniferites pachydermus	T101107	species
T106028	Columba iriditorques	T106029	species
T106032	Hymenaea verrucosum	T105268	species
T106033	Kyllinga peruvianus	T103670	species
T106034	Petiveria alliacea	T106035	species
T106036	Berlinia razzifera	T103429	species
T106037	Carapa dinklagei	T103080	species
T106038	Fundulopanchax oeseri	T104795	species
T106039	Ipomoea asarifolia	T105354	species
T106041	Bleda eximia	T102615	species
T106042	Triplophyllum protensum	T102577	species
T106043	Crocidura flavescens	T105330	species
T106044	Eulophia angolensis	T103155	species
T106045	Fegimanra afzelii	T106046	species
T106047	Cleora herbuloti	T102227	species
T106048	Ipomoea heterotricha	T105354	species
T106049	Oreochromis niloticus	T106050	species
T106051	Laurencia galstoffii	T105303	species
T106052	Pleuromamma abdominalis	T106053	species
T106055	Polystichum ammifolium	T102563	species
T106056	Xylophaga guineensis	T106057	species
T106058	Ctenitis securidiformis	T102582	species
T106059	Malletia cuneata	T106060	species
T106062	Hexalobus monopetalus	T106063	species
T106064	Plectroctena anops	T106065	species
T106066	Drymaria villosa	T106067	species
T106068	Damassadinium californicum	T106069	species
T106070	Bulbophyllum rhizophorae	T101764	species
T106072	Polyacanthonotus challengeri	T106073	species
T106075	Aristolochia zenkeri	T102021	species
T106076	Orthosiphon suffrutescens	T106077	species
T106078	Schilbe mystus	T102882	species
T106079	Watznaueria biporta	T105988	species
T106080	Adenia gracilis	T103815	species
T106081	Fundulopanchax sjostedti	T104795	species
T106082	Monanthotaxis vogelii	T103172	species
T106083	Coffea togoensis	T102561	species
T106084	Panaspis togoensis	T106085	species
T106087	Campylaspis rostellata	T106088	species
T106089	Lepidopilidium devexum	T106090	species
T106093	Acanthocarpus brevispinis	T106094	species
T106096	Graphium ridleyanus	T106097	species
T106098	Salacighia letestuana	T106099	species
T106100	Vangueriella laxiflora	T104142	species
T106101	Photostylus pycnopterus	T106102	species
T106103	Aframomum stanfieldii	T103317	species
T106104	Uranotaenia fraseri	T102164	species
T106105	Mimomyia hispida	T104978	species
T106106	Opisthoproctus soleatus	T106107	species
T106109	Cyperus odoratum	T101290	species
T106110	Oolithotus fragilis	T106111	species
T106112	Neochiastozygus junctus	T106113	species
T106114	Aedes caliginosus	T102108	species
T106115	Pavetta monticola	T103194	species
T106116	Ocimum lamiifolium	T103888	species
T106117	Astropecten gruveli	T102024	species
T106118	Genota mitriformis	T106119	species
T106121	Leucoraja leucosticta	T106122	species
T106123	Sesbania pachycarpa	T105049	species
T106124	Gadila nicklesi	T106125	species
T106129	Justicia nigerica	T103123	species
T106130	Dryopteris squamiseta	T104424	species
T106131	Habenaria malacophylla	T102532	species
T106132	Acroceras amplectens	T105661	species
T106133	Pseudartabotrys le-testui	T106134	species
T106135	Isabelidinium cooksoniae	T106136	species
T106137	Digitaria longiflora	T104421	species
T106138	Dictyota bartayresiana	T102142	species
T106139	Aedes carteri	T102108	species
T106140	Senegalia polyacantha	T105342	species
T106141	Lagena sulcata	T106142	species
T106144	Mimomyia pallida	T104978	species
T106145	Placozygus fibuliformis	T106146	species
T106148	Thalictrum mannii	T106149	species
T106150	Trichodinium castaneum	T104728	species
T106151	Petersianthus africanum	T106152	species
T106153	Polystachya paniculata	T102839	species
T106154	Hippoporidra picardi	T106155	species
T106160	Comostolopsis simplex	T106161	species
T106162	Cuviera talbotii	T104195	species
T106163	Labeobarbus batesii	T106164	species
T106165	Doryopteris kirkii	T106166	species
T106167	Cyclothone livida	T106168	species
T106169	Cymbopogon excavatus	T106170	species
T106171	Tridactyle thomensis	T102716	species
T106172	Aristeus varidens	T106173	species
T106175	Pachymelania aurita	T103126	species
T106176	Tabernaemontana contorta	T105422	species
T106177	Zeugrhabdotus acanthus	T106178	species
T106179	Arca noae	T106180	species
T106181	Lenticulina macrodisca	T104044	species
T106182	Malaxis weberbaueriana	T106183	species
T106184	Anthocleista obahensis	T104490	species
T106185	Abra profundorum	T106186	species
T106188	Leptogorgia ruberrima	T103642	species
T106189	Heckeldora trifoliolata	T106190	species
T106191	Coffea ebracteolata	T102561	species
T106192	Millingtonia hortensis	T106193	species
T106194	Idaea pulveraria	T106195	species
T106196	Gigantura chuni	T106197	species
T106199	Zanthoxylum heitzii	T105733	species
T106200	Ellisella paraplexauroides	T106201	species
T106203	Clinopodium uhligii	T103043	species
T106204	Prionurus biafraensis	T106205	species
T106206	Discothyrea sculptior	T106207	species
T106208	Caesalpinia sappan	T103114	species
T106209	Cyperus tenuis	T101290	species
T106210	Acacia polyacantha	T103940	species
T106211	Dracaena congoensis	T102151	species
T106212	Lamprogrammus exutus	T106213	species
T106214	Aspilia helianthoides	T106215	species
T106216	Petersianthus minor	T106152	species
T106217	Psychotria schweinfurthii	T102344	species
T106218	Aedes grahamii	T102108	species
T106219	Ceratitis antistictica	T102708	species
T106220	Artanema longifolium	T106221	species
T106222	Ploceus subpersonatus	T101016	species
T106223	Globorotalia tosaensis	T100705	species
T106224	Psydrax kraussioides	T105219	species
T106225	Macrostemum capense	T106226	species
T106229	Reissantia indica	T106230	species
T106231	Atherina lopeziana	T106232	species
T106235	Phragmanthera incana	T102258	species
T106236	Alafia erythrophthalma	T103627	species
T106237	Psychotria mangenotii	T102344	species
T106238	Christella dentatus	T104214	species
T106239	Lankesteria elegans	T102189	species
T106240	Stylochaeton zenkeri	T106241	species
T106242	Nandinia binotata	T106243	species
T106245	Liparis tridens	T102949	species
T106246	Salacia bipindensis	T101403	species
T106247	Petrochelidon fuliginosa	T106248	species
T106249	Synalpheus parfaiti	T104881	species
T106250	Blotiella mannii	T102009	species
T106251	Melanostomias biseriatus	T106252	species
T106253	Placodiscus bancoensis	T102747	species
T106254	Salacia tshopoensis	T101403	species
T106255	Diaphus taaningi	T100613	species
T106256	Rhipidoglossum brevifolia	T106257	species
T106258	Culex sunyaniensis	T102197	species
T106259	Marcusenius mento	T102589	species
T106260	Spermacoce pedicellata	T102805	species
T106261	Portulaca foliosa	T105964	species
T106262	Xyris angularis	T102734	species
T106263	Fibrocysta axialis	T106264	species
T106265	Platysteira concreta	T102401	species
T106266	Hypoponera jeanneli	T103269	species
T106267	Temnora scitula	T105340	species
T106268	Campylaspis alba	T106088	species
T106269	Acraea pelopeia	T103496	species
T106270	Crotaphopeltis hotamboeia	T106271	species
T106272	Ceratias holboelli	T106273	species
T106275	Culcasia simiarum	T103423	species
T106276	Angraecopsis tridens	T106277	species
T106278	Aerangis gravenreuthii	T106279	species
T106280	Echelus myrus	T106281	species
T106282	Ancistrorhynchus schumannii	T103017	species
T106283	Vepris welwitschii	T103136	species
T106284	Procampylaspis profunda	T102133	species
T106285	Tarenna nitidula	T102534	species
T106286	Laccosperma acutiflorum	T102417	species
T106287	Perilampsis woodi	T106288	species
T106289	Schizachyrium scintillans	T103520	species
T106290	Drimia ensifolia	T106291	species
T106292	Reticulofenestra samodurovii	T100891	species
T106293	Tristemma involucratum	T101343	species
T106294	Holmskioldia sanguinea	T106295	species
T106296	Astropecten irregularis	T102024	species
T106297	Acalypha ciliata	T105002	species
T106298	Euriphene aridatha	T106299	species
T106300	Hystrichosphaeridium tubiferum	T106301	species
T106304	Chiasmolithus nitidus	T103607	species
T106305	Rhipidoglossum curvata	T106257	species
T106306	Agelaea paradoxa	T105061	species
T106307	Chazaliella coffeosperma	T102346	species
T106308	Floscopa aquatica	T106309	species
T106310	Oligosphaeridium pulcherrimum	T104418	species
T106311	Aedes argenteoventralis	T102108	species
T106312	Indigofera geminata	T103237	species
T106313	Campylospermum mannii	T102859	species
T106314	Mimomyia plumosa	T104978	species
T106315	Dactyladenia chevalieri	T102792	species
T106316	Epiplatys ansorgii	T103895	species
T106317	Agaronia acuminata	T106318	species
T106319	Brachypodium flexum	T106320	species
T106321	Festuca rigidiuscula	T103650	species
T106322	Acalypha crenata	T105002	species
T106323	Ehretia scrobiculata	T106324	species
T106325	Funaria cameruniae	T106326	species
T106329	Triclisia gilletii	T104923	species
T106330	Tanystylum orbiculare	T106331	species
T106333	Sporobolus jacquemontii	T101329	species
T106334	Streptocarpus nobilis	T106335	species
T106336	Calycobolus klaineanus	T104455	species
T106337	Guaduella oblonga	T106338	species
T106339	Medusandra richardsiana	T106340	species
T106342	Thalassodes quadraria	T106343	species
T106344	Amphilimna olivacea	T106345	species
T106347	Discoaster diastypus	T100874	species
T106348	Zenion longipinnis	T100475	species
T106349	Bulbophyllum lizae	T101764	species
T106350	Cyphostemma lageniflora	T103323	species
T106351	Millettia irvinei	T104548	species
T106352	Campylaspis nitens	T106088	species
T106353	Pseudospondias longifolia	T101006	species
T106354	Geophila repens	T103466	species
T106355	Pachycoccyx audeberti	T106356	species
T106357	Cyclosorus striatus	T102572	species
T106358	Symphurus vanmellae	T102063	species
T106359	Monanthotaxis filamentosa	T103172	species
T106360	Rinorea gabunensis	T102592	species
T106361	Drillia rosacea	T106362	species
T106364	Cola suboppositifolia	T103182	species
T106365	Lagena striata	T106142	species
T106366	Cuviera nigrescens	T104195	species
T106367	Gymnogongrus tenuis	T106368	species
T106370	Eptesicus brunneus	T103177	species
T106371	Kylinga robusta	T105180	species
T106372	Englerophytum mayumbensis	T105537	species
T106373	Kylinga pumila	T105180	species
T106374	Vigna subterranea	T102080	species
T106375	Nephele maculosa	T106376	species
T106377	Hydrolea glabra	T106378	species
T106380	Hexaplex rosarium	T106381	species
T106382	Parkia clappertoniana	T106383	species
T106384	Abelmoschus abelmoschus	T105725	species
T106385	Desmodium scorpiurus	T103375	species
T106386	Psychotria thorelii	T102344	species
T106387	Festuca schimperiana	T103650	species
T106388	Tabernaemontana coronaria	T105422	species
T106389	Persicaria decipiens	T102658	species
T106390	Tolypammina vagans	T106391	species
T106392	Centrobranchus nigroocellatus	T106393	species
T106394	Uapaca paludosa	T103059	species
T106395	Asparagopsis taxiformis	T106396	species
T106399	Cheilopogon milleri	T101932	species
T106400	Gastroplakaeis meridionalis	T106401	species
T106403	Culex annulioris	T102197	species
T106404	Peripeplus bracteosa	T106405	species
T106406	Agelaea rubiginosa	T105061	species
T106407	Aedes punctothoracis	T102108	species
T106408	Hypoxis angustifolia	T106409	species
T106410	Rhaphiostylis preussii	T104664	species
T106411	Entodon stereophylloides	T106412	species
T106414	Crinum ornatum	T103494	species
T106415	Marcusenius senegalensis	T102589	species
T106416	Eulophia flavopurpurea	T103155	species
T106417	Hypolytrum poecilolepis	T103334	species
T106418	Rhodognaphalon brevicuspe	T106419	species
T106421	Angraecum podochiloides	T103550	species
T106422	Irvingia grandifolia	T106423	species
T106424	Leucaena glauca	T106425	species
T106426	Cyclaspis scissa	T106427	species
T106428	Bacelarella pavida	T106429	species
T106430	Scopula transsecta	T106431	species
T106432	Vigna reticulata	T102080	species
T106433	Rhaphiostylis fusca	T104664	species
T106434	Dolichos trilobus	T106435	species
T106436	Flagellostomias boureei	T106437	species
T106438	Cola metallica	T103182	species
T106439	Alchornea glabrata	T102662	species
T106440	Agrenocythere spinosa	T106441	species
T106442	Paratrechina lepida	T106443	species
T106444	Canscora diffusa	T106445	species
T106446	Dactyladenia librevillensis	T102792	species
T106447	Chassalia petitiana	T102674	species
T106448	Polyptychus nigriplaga	T104845	species
T106449	Geokichla crossleyi	T106450	species
T106451	Pyrrosia schimperiana	T106452	species
T106453	Ellipsoidina abbreviata	T106454	species
T106456	Chassalia subnuda	T102674	species
T106457	Entomacrodus cadenati	T106458	species
T106459	Chytranthus carneus	T102660	species
T106460	Dacus diastatus	T103603	species
T106461	Physiculus cyanostrophus	T100182	species
T106462	Costus lateriflorus	T103975	species
T106463	Trioza erytreae	T106464	species
T106467	Ischnura senegalensis	T106468	species
T106471	Cardites umbonata	T106472	species
T106475	Pavetta gracilipes	T103194	species
T106476	Merops breweri	T106477	species
T106479	Lophosiphonia reptabunda	T106480	species
T106481	Ocellularia perforata	T106482	species
T106483	Petrea volubilis	T106484	species
T106485	Sabicea xanthotricha	T103141	species
T106486	Haliclona rava	T106487	species
T106490	Atroxima afzeliana	T106491	species
T106492	Aequipecten minutus	T103347	species
T106493	Bajacalifornia megalops	T106494	species
T106495	Buchnera capitata	T106496	species
T106497	Tephrosia gracilipes	T103302	species
T106498	Marsdenia latifolia	T106499	species
T106500	Sphyraena afra	T100903	species
T106501	Vepris klaineana	T103136	species
T106502	Bulbostylis erratica	T101440	species
T106503	Thalia dealbata	T105272	species
T106504	Cinnyris bouvieri	T106505	species
T106506	Culex horridus	T102197	species
T106507	Ammannia senegalensis	T106508	species
T106509	Ormocarpum klainei	T106510	species
T106511	Dialium soyauxii	T103056	species
T106512	Promyopias silvestrii	T106513	species
T106514	Mitragyna ledermannii	T103071	species
T106515	Brycinus macrolepidotus	T101162	species
T106516	Ophiopsila guineensis	T106517	species
T106519	Pachystachys coccinea	T106520	species
T106521	Nephele aequivalens	T106376	species
T106522	Neuropeltis aenea	T102123	species
T106523	Raja maderensis	T100010	species
T106524	Grateloupia gibbesii	T103471	species
T106525	Asplenium buettneri	T101301	species
T106526	Neococcolithes junctus	T104163	species
T106527	Olax triplinervia	T104135	species
T106528	Octolobus spectabilis	T106529	species
T106530	Rhomboidella obesa	T106531	species
T106532	Denticeps clupeoides	T106533	species
T106535	Securidaca longipedunculata	T103369	species
T106536	Culex grahamii	T102197	species
T106537	Culex galliardi	T102197	species
T106538	Agathis australis	T106539	species
T106542	Pseudhemithea saturata	T106543	species
T106544	Bassozetus normalis	T106545	species
T106546	Derambila macritibia	T106547	species
T106548	Conyza persicifolia	T103498	species
T106549	Candacia curta	T102175	species
T106550	Aedes domesticus	T102108	species
T106551	Wirthiotrema glaucopallens	T106552	species
